10|13|14;;;;;Aussagen-Logik bestehend aus allen n-stelligen Operationen, unäre und binäre Operationen (sicher);;;;;;;;;;;;;;
6|10|13|14;;;;;Prädikatenlogik, bei der die Prädikate nur aus Zahlen (6) bestehen dürfen, es sei denn das hier ist eine Kombination mit etwas anderem als der 6, also dem Wert (6). (sicher);;;;;;;;;;;;;;
6|9|10|13|14;;;;;Prädikatenlogik, bei der die Prädikate nur aus Einheiten (9) aus Zahlen (6) bestehen dürfen, so wie in der Physik Einheiten aus Zahlen bestehen (sicher);;;;;;;;;;;;;;
(6)|8|10|13|14;;;;;;;;;;;;;;;;;"Prozessor bzw. Computer (6 in Klammern, weil Zahlen in Wirklichkeit aus Wahrheitswerten auf Prozessorebene bestehen), Zustände (8), weil nicht nur Automaten, sondern auch CPUs Zustände besitzen; Logik ist Wahrheit (10) und Kombination (14) und unäre Operation (13); Division (15) löst der Computer über Kombination (14) (Logik); Computer bestehen auf niedrigster Ebene fast nur aus Logik (10,13,14), in Form von Transistoren.";;
2|3;;;;;;;;;;;;;;;;;Gartengeräte, Handwerker-Gerätschaften;;
4|6;;;;;;;;;;;;;;;;;Uhr;;
6|8;;;;;;;;;;;;;;;;;Getränkeautomat oder Fahrstuhl;;
2|7;;;;;;;;;;;;;;;;;Boot;;
10|14;;Physiker;;;;;;;;;;;;;;;;;
1|9;;;;;die gleiche Variable oder Einheit, d.h. Gleichheit auf der Ebene der Variablen, statt auf dessen Inhalten, z.B. die Frage, ob Variable gebunden ist oder nicht (durch Quantoren);;;;;;;;;;;;;;
2;Menschenaffen;;;;;;;;;;;;;;;;;;
3;Hasen (haben Existenzängste);;;;;;;;;;;;;;;;;;
8|1/8;;;;;das Szenario, die Vorstellung eines Anwendungsfalls (ungefähr das ist es), aber ohne die Wirklichkeit (10) ist es ein Gespinnst, also etwas das man sich ausgesponnen hat und das bis hin gedanklich abwegig ist, bis hin realitätsfern ist;;;;;;;;;;;;;;
4|1/8;;;;;der Grundsatz, die Devise, das Motto;;;;;;;;;;;;;;
8|1/8|10;;;;;das Szenario, das es wirklich geben kann und die Vorstellung eines Anwendungsfalls, den es wirklich geben kann;;;;;;;;;;;;;;
10|10;;;;;eine einzige binäre logische Operation;;;;;;;;;;;;;;
10|10|10;;;;;Nur 2 binäre logische Operationen aus zusammen 3 Operanden oder auch ein dreistelliges Prädikat;;;;;;;;;;;;;;
6|6;;;;;eine einzige Rechenoperation aus 2 Zahlen als Operanden und einem Operator;;;;;;;;;;;;;;
7|7;;;;;eine einzige Rechenoperation aus 2 Richtungen als Operanden ohne Betrag und ohne Zahlen als Werte und einem Operator;;;;;;;;;;;;;;
7|1/7;;;;;"die Perspektive (weil: besteht aus Richtung und Position) (Universum) (unsicher); Friedfertigkeit (Galaxie oder Universum?) (unsicher)";;;;;;;;;;;;;;
7|1/8|10;;;;;"korrekte (10) Verallgemeinerungen (7) von grundsätzlichen Funktionsweisen (Prinzipien [1/8]): [b]Beispiel[/b] 1: Rekursion ist ein Prinzip von mehreren möglichen und somit ist strukturelle Induktion (die aus Rekursion besteht und ein Verallgemeinerungsbeweis ist) eine von mehreren möglichen Typen der Kombination ""7 mit 1/8 mit 10"". [b]Beispiel[/b] 2: Beweise auf Basis von iterativen Schleifen durch Schleifeninvarianten sind außerdem die Umsetzung einer korrekten (10) Verallgemeinerung (7) eines Prinzips (1/8). Das Prinzip ist hier die iterative Schleife. (For instance, the passing from Galois Groups to Weil Groups, is a generalisation of some kind, which can be seen as just a base change once the Langlands conjecture is proved, but historically it's not the case.)";;;;;;;;;;;;;;
4|10;;;;;"„Verbesserung, d.h. Optimierung“ (sehr sicher) ist die Kombination aus Veränderung (4) und Richtigkeit (10); halb sicher: Aktualität aus der Temporallogik, die eine Modallogik ist (Meta-Paradigma); Paradigma: Die Tragweite (unsicher) (d.h. die Bedeutung auf der Zeitachse, d.h. die Fähigkeit langfristig zu denken)";;;;;;;;;;;;;Achtung;
1|3;;;;;existenzielle Gleichheit, Gleichheit in der Existenz;;;;;;;;;;;;;;
5|10|1/8;;;;;der sogenannte Grundsatz (Axiome) (allgemein anerkannt, nicht weiter reduzierbar, nicht immer unbedingt ein Prinzip [1/8], manchmal ein Axiom, widerspruchsfrei und plausibel, muss einer Wahrheit [10] entsprechen) (sicher);;;;;;;;;;;;;;
1|12;;;;;auf exakt die gleiche Weise sind die Elemente der Menge unsortiert oder sortiert und bei einer einer komplexen Containerdatenstruktur kommt hinzu, dass deren Grundstruktur übereinstimmt, wenn z.B. Mengen in Mengen vorhanden sind. (größtenteils sicher bis sicher);;;;;;;;;;;;;;
2|3|1/8|16;;;;;;;;;;;;;Messias Ben Ephraim;;;;;;
1/3;;;;;;;;;;;;;Olaf Scholz;;;;;;
1/10;Hunde, aber Wölfe eher nicht;;;;;;;;;;;;;;;;;;
10|16;;;;;;;;;;;;;Elon Musk;;;;;;
1|1/2|8;Hauskatzen und Haus-Rasse-Katzen;;;;;;;;;;;;;;;;;;
14/12|13|14|15;;;;;Vielleicht: Algebra der Zahlenlehre, zumindest ist es mindestens der Bruch!;;;;;;;;;;;;;;
7/10|13|14|15;;;;;Vielleicht: Algebra der Logik, zumindest ist es mindestens der Bruch!;;;;;;;;;;;;;;
1/16;;Schauspieler und eigentlich jegliche Personen des öffentlichen Lebens;;;;;;;;;;;;;;;;;
16;;Alle diese Berufe, in denen man die ganze Zeit wie eine Maschine gut funktionieren muss;;;;;;;;;;;;;;;;;
1/14;;Arzt;;;;;;;;;;;;;;;;;
2|3|-7|1/8|16;;;;;;;;;;;;;Saturn 3.0;;;;;;
1|6;;;;;;;;;;sich mit jemanden identifizieren, d.h. sich als gleich (1 mit 6) sehen;;;;;;;;;
1|5;;;;;;;;;;sich selbst erkennen;;;;;;;;;
1|12;;;;;;;;;;Seelenverwandtschaft sehen;;;;;;;;;
1|8;;;;;;;;;;mit jemandem übereinstimmen (kongruent [1 mit 8]) sein;;;;;;;;;
2|3;;;;;;;;;;Furcht (fokussierte [2] Existenzangst [3]);;;;;;;;;
2|16;;;;;;;;;;konzentriert sein (fokussiert [2] zu funktionieren [16]);;;;;;;;;
3|16;;;;;;;;;;Durchhaltevermögen, Ausdauer (=zu funktionieren und dabei seine Existenz aufrechterhalten);;;;;;;;;
2|3|16;;;;;;;;;;Bewältigung (=Furcht + Ausdauer + Konzentration);;;;;;;;;
1|11;;;;;;;;;;Individualismus ausleben wollen (=anders sein wollen [11] und ein Individuum [1] sein wollen);;;;;;;;;
2|1/10;;;;;;;;;;bestimmen (im Sinn gemeint von: konkret [2] definieren [1/10]);;;;;;;;;
3|1/10;;;;;;;;;;die Gefahren definieren, gedanklich umreißen wollen;;;;;;;;;
2|3|1/10;;;;;;;;;;die Gefahren bestimmen wollen;;;;;;;;;
1/10|16;;;;;;;;;;jegliche Arten von Entwicklungen fabrizieren wollen (=funktionieren wollen + definieren wollen);;;;;;;;;
3|7|10;Slaven;;;;;;;;;;;;;;;;;;
1/12;;Ritter, national-treue Personen;;;;;;;;;;;;;;;;;
1|11;Hipster;Hipster (kein Beruf, sondern Freizeit);;;;;;;;;;;;;;;;;
1|4|5|1/5;westliche Kultur;;;;;;;;;;;;;;;;;;
20|21;;;;;"halb sicher bis größtenteils sicher: die sogenannte statische Klasse aus der Software-Entwicklung und als etwas ähnliches wie eine statische Klasse, das Software Programm-Modul; auf paradigmischer Ebene (14): Operationsbasis / Unterbau-Sockel ";;;;;;;;;;;;;;
17|1/17;;;;;Die durch Wahrscheinlichkeitsrechnung bestimmte Perspektive (weil: besteht aus Richtung und Position) (Universum);;;;;;;;;;;;;;
2|1/3|2/3|3/2|3|6|1/6|7|1/8|10|1/10|13|1/14|14|15|1/15|16|1/17|18|(19)|21|(1/22)|24|26|1/29|30|1/30|31|1/31|33|37|42|43|46|48|51|52|(53)|56|57|60|61|63|66|69|70|74|76|77|85|89|91|111|120|1/136;;;;;;;;;;;;;Jupiter 3.0;;;;;;
8|12;;;;;Substanz (als Sein, statt als Seiendes) (Eigenschaften [12] mit dem Sein [8] – bzw: Eigenschaften, die von der Substanz getragen werden);;;;;;;;;;;;;;
3|8|12;;;;;Substanz (als Seiendes, statt als Sein) (Eigenschaften [12] mit dem Seiendem [3 mit 8] – bzw: Eigenschaften, die von der Substanz getragen werden);;;;;;;;;;;;;;
6|6|7|7;;;;;die Matrix als Kombination von 2 Vektoren („7 mit 6“ mit „7 mit 6“) statt 6|6|7|7;;;;;;;;;;;;;;
6|6|6|7|7|7;;;;;3 dimensionaler Tensor aus „7 mit 6“ 3 mal kombiniert mit sich selbst, also 3 Kombinationen einer Kombination, wo die 3 je eine Kombination aus 2 Operanden haben;;;;;;;;;;;;;;
13|14;;;;;"das Heil (größtenteils sicher); z.B. Subtraktion (nicht nur) (auch alle Operationen, ohne die 14 mit der 13 zu kombinieren bei „13 mit 14“, also 13 mit 14 ist auch nur die 14, weil „ja“ oder „Plus“ auch eine unäre Operation ist)";;;;;;;;;;;;;;
14|15;;;;;"""Transzendentalie der Verantwortung"" ; Ein mal wiederholende (15) Addition (14) ist die Multiplikation (14 mit 15), Addition ist aber nur ein Beispiel für mögliche Kombinationen";;;;;;;;;;;;;;
14|15|15;;;;;Zwei mal wiederholende (15) Addition (14) ist die Potenzierung (14 mit 15 mit 15), Addition ist aber nur ein Beispiel für mögliche Kombinationen;;;;;;;;;;;;;;
13|14|15;;;;;z.B. u.a. Division, weil wiederholende (15) Addition (14) Multiplikation (14 mit 15) ist und die Umkehrung (13) der Multiplikation (14 mit 15) die Division (13 mit 14 mit 15) ist. (auch alle Operationen, ohne die 14 mit der 13 zu kombinieren bei „13 mit 14 mit 15“, also 13 mit 14 mit 15 ist auch gleichzeitig nur  „14 mit 15“, weil „ja“ oder „Plus“ auch eine unäre Operation ist);;;;;;;;;;;;;;
13|14|15|15;;;;;"Zwei mal wiederholende (15 mit 15) Addition (14) ist die Potenzierung (14 mit 15 mit 15) und dessen Negierung (13) ist die Wurzel (13 mit 14 mit 15 mit 15) oder der Logarithmus; (Addition ist aber nur ein Beispiel für mögliche Kombinationen [14].)";;;;;;;;;;;;;;
14|15|15|15;;;;;Drei mal wiederholende (15 mit 15 mit 15) Addition (14) ist der Potenzturm (14 mit 15 mit 15 mit 15), Addition ist aber nur ein Beispiel für mögliche Kombinationen;;;;;;;;;;;;;;
13|15;;;;;Wiederholungen oder Traversierungen oder Rekursionen in beide entgegengesetze Richtungen möglich (größtenteils sicher);;;;;;;;;;;;;;
5|6|13|13|14|15;;;;;rationale Zahlen (13 macht aus „natürlichen Zahlen“ [5 mit 6] ganze Zahlen [13|5|6] und aus der Multiplikation [14 mit 15] die Division [13 mit 14 mit 15]);;;;;;;;;;;;;;
10|12|13|14;;;;;boolsche Mengenoperationen Schnittmenge mit mindestens 2 Operanden (größtenteils sicher);;;;;;;;;;;;;;
10|12|14|15;;;;;boolsche Mengenoperationen Potenzmenge mit mindestens 2 Operanden (größtenteils sicher);;;;;;;;;;;;;;
10|12|13;;;;;boolsche Mengenoperationenen, sowohl die inverse Menge als auch die gleiche Menge ohne Unterschied (größtenteils sicher);;;;;;;;;;;;;;
4|8;;;;;Zeitspanne (größtenteils sicher);;;;;;;;;;;;;;
4|2/12;;;;;"Konkretisierung (so verändern [4], dass aus etwas Abstraktem [12] etwas Konkretes [2] wird) (oder es ist die Funktion [16]: ""n mit 12"" -> ""n mit 2"", statt einer Kombination [14])";;;;;;;;;;;;;;
7;Kuh;;;;;;;;;;;;;;;;;;
24|26;;;;;Peer-to-Peer Netzwerk;;;;;;;;;;;;;;
26|28;;;;;Peer-to-Peer Topologie;;;;;;;;;;;;;;
1/5;;Influencer auf Youtube;;;;;;;;;;;;;;;;;
12|18;;;;;"Relationale Datenbanken, die innen eine Reihenfolge haben; Paradigma (13): geordnete (12) Verhältnisse (18), d.h. also, dass etwas gelingen (12 mit 18) soll. Dadurch kann (2) man erfolgreich (9 mit 6) sein, also 2*(9 m 6) == 12 m 18.";;;;;;;;;;;;;;
9|13;;;;;;;;;;;;;;;;;;Begierde oder Wollust;
13|15;;;;;;;;;;;;;;;;;;die bewusste Absicht oder das absichtsvolle Bewusstsein, z.B.  der Wille (konkret [2] mit Absicht [1]);
7|14;;;;;Der Rechenweg oder der Lösungsweg;;;;;;;;;;;;;Laune;
32|33;;;;;Funktorkategorie (halb bis größtenteils sicher);;;;;;;;;;;;;;
30|33;;;;;universeller Funktor (halb bis größtenteils sicher);;;;;;;;;;;;;;
31|33;;;;;natürliche Transformation (Morphismen zwischen Funktoren) (halb bis größtenteils sicher);;;;;;;;;;;;;;
33|14;;;;;Multifunktoren (halb  sicher);;;;;;;;;;;;;;
17|32;;;;;The giry monad (halb sicher);;;;;;;;;;;;;;
10|19|16;;;;;Optimierung (größtenteils sicher);;;;;;;;;;;;;;
9|1/9;;;;;;;;;Religion 9, Bahai;;;;;;;;;;
2|7|10|14|15|1/15|17|22;;;;;;;;;Religion 10 (Jupiter 3.0);;;;;;;;;;
2|1/6;;;;;Genauigkeit, Präzision, ungetrübt, ohne Verzerrung;;;;Eckhart Tolle, aber eigentlich nicht Bewusstsein (15) 4, sondern Wach-Bewusstsein (1/15) 4;;;;;;;;;;
4|12;;;;;die Priorität;;;;;;;;;;;;;;
12|13|14;;;;;die Inventur, mathematisch: Mengen als Vereinigungsmengen und Mengensubtraktionen;;;;;;;;;;;;;;
(2)|7|14|30|52;Anführer-Spezies der Föderation mehrerer Außerirdische, die 3 mal Typ 7 sind;;;;;;;;;;;;;;;;;;
2|1/5;;;;;sukzessiv (d.h. alles das sowohl kontinuierlich als auch konkret ist);;;;;;;;;;;;;;
28|8;;;;;topologischer Raum;;;;;;;;;;;;;;
28|8|6;;;;;metrische Topologie = topologischer Raum mit Metrik = Geometrie mit Topologie;;;;;;;;;;;;;;
14|1/14;;;;;Rekonstruktion und Reverse-Engineering: Analyse und Kombination in Kombination zusammen ermöglichen vollkommene Neustrukturrierung, wie dass man mit Lego alles immer wieder neu Kombinieren kann.;;;;;;;;;;;;;;
4|6|12;;;;;die Prioritäts-Warte-Schlange;;;;;;;;;;;;;;
5|1/8|12|14;;;;;die algebraische Struktur (größtenteils sicher);;;;;;;;;;;;;;
12|13;;;;;"""Instandhaltung als Sozialverantwortung, Dienst, Pflicht und Wohlfahrt""; mathematisch: sortieren (größtenteils sicher)";;;;;;;;;;;;;Tugend;
12|15;;;;;rekursiv generierte (u.a. ggf. durch Generierung unendlich tiefe) Mengen oder Tupel oder Computerwissenschaft-Container-Datenstrukturen;;;;;;;;;;;;;;
18|24;;;;;Graphdatenbank (größtenteils sicher);;;;;;;;;;;;;;
5|10;;;;;Grundsätze, die nicht alle unbedingt axiomatisch sein müssen, also keine Grundsätze, ohne dass diese Prinzipien sein müssen;;;;;;;;;;;;;;
1|5|9|1/9|19;Katzenaußerirdische der Bahai (haben aber noch höhere Zahlen);;;;;;;;;;;;;;;;;;
1|3|5|1/5|6|1/6|10;;;;;;;;;Scientology;;;;;;;;;;
30;;Genie;;;;;;;;;;;;;;;;;
30|60;;Universal-Genie;;;;;;;;;;;;;;;;;
30|90;;so etwas wie ein Universal-Genie: nur anstelle Experte in vielen Fachgebieten zu sein, diese Fachgebiete durch die 90 verbinden zu können, ohne darin Experte zu sein;;;;;;;;;;;;;;;;;
30|60|90;;so etwas wie ein Universal-Genie: und sowohl durch die 60 Experte in vielen Fachgebieten zu sein, als auch diese Fachgebiete durch die 90 verbinden  zu können;;;;;;;;;;;;;;;;;
30|15;;ein Genie, dem es um den nachhaltigen Nutzen für seine eigene Spezies (hier also die Menschheit) geht;;;;;;;;;;;;;;;;;
26|1/26;;;;;Kommunikation ist die Kombination aus Sprache (1/26) und Bidirektionalität (26) (Kommunikation ist nicht immer Information und  nicht immer Datenstrom);;;;;;;;;;;;;;
25|1/25;;;;;die Informationsübertragung ist Unidirektionaler (25) Datenstrom (1/25);;;;;;;;;;;;;;
30|31;;;;;;;;;;;;;;;;;;;feinstoffliche Energie (in der Esoterik bekannt)
61|97;;;;;;;;;"Buddhistische hohe Pro-Außen-Primzahlen: offener Geist; anderen den Vortritt bei der Fortpflanzung zu lassen, wie Mönche und so noch sehr viel mehr Kinder als Nachkommen besitzen zu werden";;;;;;;;;;
97|103;;;;;;;;;"christliche hohe Pro-Außen-Primzahlen: wie Mönche und so noch sehr viel mehr Kinder als Nachkommen besitzen zu werden; Feindesliebe";;;;;;;;;;
